Age,Referrals,Tenure_Months,Add-on Service,Monthly Charge,Churn Score
56,0,1,2,24.75,96
34,1,19,9,103.3,67
39,0,3,4,78.5,71
24,0,3,1,19.85,95
29,0,15,6,58.6,90
35,1,10,8,98.5,91
39,0,1,4,50.45,69
25,1,38,7,94.65,71
45,0,1,8,100.25,91
44,0,16,6,88.45,88
51,0,1,3,69.85,90
44,0,12,5,81.7,76
27,0,4,5,79.9,77
22,0,15,2,25.4,86
21,0,1,1,20.9,82
47,1,1,2,69.4,65
62,0,7,4,74.9,68
58,0,1,3,70.1,91
34,0,12,5,78.3,91
40,0,55,7,96.8,82
57,0,17,7,94.4,66
27,0,1,4,84.3,78
52,1,1,1,19.95,76
33,1,23,8,99.25,76
39,0,39,5,80.45,85
30,1,9,4,79.35,93
42,0,15,5,79.75,65
64,1,30,8,100.05,91
64,0,1,3,69.35,91
20,0,3,6,85.8,89
49,0,67,9,79.7,77
25,1,1,4,80.55,91
28,1,12,7,84.5,84
25,0,22,6,84.3,85
58,0,2,3,67.75,71
60,0,10,5,80.05,76
30,0,1,1,20,83
32,0,22,3,48.8,91
52,1,21,9,102.8,91
26,0,6,8,99.95,87
31,1,72,11,117.8,91
33,1,3,5,79.65,87
44,0,8,6,94.7,94
33,0,5,6,92.5,73
54,1,1,1,19.45,84
32,0,2,4,75.55,77
38,1,1,3,70,85
56,1,65,8,74.8,89
46,1,33,9,104.4,71
21,0,15,5,86.2,90
57,1,30,6,51.2,79
23,0,2,1,19.5,82
37,0,2,4,74.9,93
59,0,25,8,100.25,74
56,0,43,7,100,93
58,5,10,8,99.85,69
34,0,2,7,94.2,79
50,0,69,9,104.05,91
52,7,22,7,94.7,72
63,0,1,3,44.45,65
46,0,36,6,84.9,69
41,0,1,1,20.25,89
56,0,1,4,74.35,66
58,0,1,5,62.05,86
42,1,39,9,80,76
43,0,5,9,104.1,76
30,0,2,4,76.5,80
47,0,5,4,49.2,73
42,0,11,2,23.15,65
22,1,4,4,80.85,73
26,0,1,6,60.1,88
62,0,1,4,78.95,75
56,0,2,3,45.15,81
28,0,3,4,79.4,90
38,0,44,7,53.95,91
63,0,24,8,99.3,69
58,0,18,4,80.65,95
41,0,1,3,71.1,91
25,1,53,1,20.8,78
48,0,4,3,46,90
27,0,9,5,66.25,67
60,0,22,6,90,95
39,0,38,3,70.45,82
62,0,53,1,19.75,66
49,0,1,5,53.95,90
40,0,16,3,81,83
34,1,1,3,69.8,96
44,0,5,7,93.9,92
39,1,31,6,91.15,83
45,0,2,3,70.95,94
26,1,37,8,99.5,92
26,0,38,7,83.9,82
37,0,10,9,104.4,84
46,0,2,2,44.65,91
62,0,3,2,25.25,76
21,0,4,7,84.05,95
23,0,1,5,74.7,75
25,0,5,7,90.8,73
59,0,30,9,85.35,73
47,0,1,3,35.75,70
54,1,17,6,89.4,96
33,0,3,1,19.8,79
55,1,4,4,50.9,69
25,0,4,4,81,88
55,0,26,8,98.35,91
20,0,5,6,51,86
55,1,4,6,91.65,90
47,0,1,6,90.85,80
62,0,1,3,69.4,91
55,1,1,1,20.15,70
48,0,26,4,74.95,76
23,0,6,6,47.95,80
57,0,3,6,63.6,70
44,0,3,4,36.85,91
31,0,1,3,44.1,70
38,0,14,5,50.75,82
57,0,58,9,106.45,82
23,0,18,7,96.05,90
35,0,7,4,75.1,96
55,0,19,4,55,73
35,1,11,4,74.35,80
35,1,39,9,104.7,68
60,0,15,5,55.7,73
57,0,5,1,19.85,91
57,0,1,3,70.3,88
53,0,6,6,94.5,91
56,0,2,4,79.65,91
48,0,1,1,20.2,91
30,0,66,9,106.05,83
54,0,36,7,99.15,75
50,3,39,7,55.9,67
25,0,21,6,82.35,90
34,0,2,5,40.4,86
42,0,4,4,75.35,92
37,0,35,5,85.15,81
48,5,33,7,93.8,76
49,0,45,1,20.4,87
47,0,6,3,30.5,93
62,0,11,1,20.1,95
53,0,1,4,75.3,66
62,0,7,1,20.05,89
40,0,1,3,70.4,70
24,4,7,5,49.75,75
64,1,11,7,94,67
53,0,67,11,118.35,91
55,0,8,2,30.45,94
19,4,44,7,96.1,87
38,1,17,9,104.2,79
39,0,9,5,80.8,90
21,0,7,4,80.3,75
48,0,3,7,69.35,91
39,0,22,6,89.4,91
61,1,53,8,60.45,91
58,1,8,6,84.9,85
27,1,2,5,73.55,90
24,1,8,1,20.15,91
31,1,48,4,34.7,90
47,1,8,8,101.15,76
20,0,20,6,88.7,86
44,0,2,4,79.75,91
48,0,27,7,94.55,89
63,1,52,7,96.25,90
52,0,69,9,104.7,71
20,0,40,5,55.25,65
53,0,6,6,90.1,71
60,0,11,5,53.75,91
43,0,6,6,89.3,91
21,5,3,6,95.2,86
51,1,8,4,74.5,88
57,0,1,4,79.65,71
53,1,1,4,80.05,82
25,1,29,7,89.2,91
59,1,19,5,83.65,88
62,1,6,1,19.5,67
58,0,1,4,51.25,94
31,0,1,3,45.6,88
49,0,6,4,49.65,88
59,1,15,1,20,73
19,1,25,3,34,93
52,1,13,6,88.35,81
38,1,49,10,107.95,92
26,0,37,6,64.75,80
49,0,26,6,89.8,71
61,0,12,7,95.5,88
64,3,5,6,84.5,91
26,0,18,7,90.7,89
20,0,54,9,103.95,91
39,0,10,4,74.75,69
20,0,1,4,50.8,68
42,0,2,3,80.25,80
62,1,32,5,78.9,90
22,0,36,6,84.75,76
38,0,53,5,85.45,90
46,4,1,1,19.9,67
48,0,1,3,70.6,85
61,0,5,3,81,96
61,0,6,5,84.85,72
30,0,64,9,105.65,91
40,0,13,5,80.85,85
62,3,9,6,89.45,91
49,0,10,6,72.15,91
39,0,2,8,76.4,91
35,0,9,5,79.9,91
57,1,70,7,65.3,85
43,0,1,1,19.65,69
25,0,1,4,84.65,79
46,0,13,3,31.05,90
56,0,7,4,51,90
27,0,1,3,44.35,90
31,0,7,4,79.7,91
43,0,54,5,55,84
33,3,33,8,73.9,73
38,5,55,5,77.75,79
35,0,8,5,84.95,81
40,0,11,4,73.85,66
57,2,49,5,51.8,67
56,0,5,3,46,85
39,0,4,4,51.75,83
52,1,30,6,94.4,71
34,0,1,3,70.15,96
43,0,9,3,34.7,95
53,0,1,5,81.1,85
25,1,1,1,20.55,78
39,0,61,9,106.6,68
47,7,59,8,106.75,81
56,0,3,6,89.45,84
40,0,3,8,97.9,86
62,0,1,5,55.7,79
61,0,13,5,79.8,75
46,1,18,4,39.05,66
61,0,1,4,53.55,79
38,1,70,8,93.9,95
48,1,68,11,113.15,90
42,3,11,5,80.5,75
61,0,1,1,19.3,91
60,0,1,3,49.65,90
52,0,46,5,54.35,83
32,0,4,6,88.45,91
54,1,9,7,94.85,72
49,9,7,3,69.95,90
22,0,1,4,48.6,83
29,1,29,5,80.15,83
30,0,3,4,75.5,79
28,0,1,1,20.2,87
39,1,3,4,74.75,65
49,0,23,9,104.05,93
28,0,13,7,96.65,65
52,0,39,9,103.45,83
33,1,1,1,19.9,73
53,1,14,5,46.35,76
62,0,1,1,19.95,83
40,0,1,5,79.6,91
23,0,1,4,75.9,66
53,1,1,3,76.2,83
35,0,1,1,19.25,80
58,1,42,6,84.3,91
63,0,7,4,79,92
27,0,1,3,70.25,89
31,1,17,2,24.1,86
64,0,1,5,60,93
47,0,8,6,86.55,80
35,0,39,6,50.75,94
48,1,22,5,54.2,87
21,1,70,9,109.5,91
45,1,21,9,104.4,77
39,0,1,4,75.7,93
21,4,4,8,97.95,72
22,0,32,10,108.15,69
45,0,6,3,80.5,96
23,0,1,4,71.35,92
42,0,13,7,89.4,75
56,0,1,1,20.6,90
54,0,19,8,99.95,76
46,0,10,5,81,95
53,0,1,3,70.15,90
29,0,39,8,95.55,73
42,0,36,7,87.55,92
26,0,5,6,85.2,87
28,0,13,4,35.1,79
33,0,5,5,81.3,91
31,0,2,1,19.6,66
29,1,17,6,85.45,94
57,1,1,3,71,89
29,0,1,4,44.4,82
30,2,1,4,79.35,77
53,0,9,6,90.8,70
47,1,20,3,70.45,87
63,0,3,3,75.8,93
31,7,17,6,88.25,68
31,0,2,3,70,81
63,0,21,7,97.35,89
34,1,5,2,25.9,83
43,0,24,4,55.65,90
52,0,1,3,69.65,77
41,0,10,8,100.6,77
44,0,53,9,106.95,90
46,0,3,3,29.6,76
53,2,49,7,95.6,69
39,0,11,4,41.6,81
34,0,45,8,100.85,70
52,1,37,5,40.2,80
55,1,49,5,84.5,85
45,0,1,1,20.2,91
43,1,5,7,94.45,77
51,1,9,5,48.75,90
25,0,1,6,84.85,77
42,0,12,5,56.65,90
22,0,42,9,73.9,71
21,1,33,2,24.5,77
54,0,31,7,89.9,85
50,1,42,8,99.45,96
57,0,12,8,74.05,94
25,1,7,6,89.75,90
27,1,14,6,85.15,91
27,0,16,6,94.25,73
24,1,65,9,72.45,68
26,0,42,9,105.2,89
34,3,6,5,82.85,78
54,1,5,6,83.6,93
24,0,68,10,108.45,65
33,1,3,6,91.5,76
57,3,12,5,80.85,87
64,0,43,6,49.05,92
21,1,70,11,114.2,73
56,0,1,3,70.75,93
19,0,3,4,40.15,75
39,3,36,7,97.35,86
34,0,1,5,45.3,69
61,0,2,7,94.95,87
33,0,12,2,44.55,89
55,3,1,2,23.45,90
30,0,1,3,29.7,74
21,4,59,8,101.1,87
51,0,3,4,50.65,76
37,0,1,5,55.4,70
20,0,52,10,111.25,90
19,0,2,5,55.1,70
36,1,13,8,102.25,66
34,0,5,4,53.85,74
30,2,42,4,50.25,90
35,0,25,8,99.5,90
49,0,9,3,71,81
40,0,16,7,93.2,75
53,0,5,1,19.35,90
29,0,3,1,19.85,93
51,4,31,9,104.2,68
49,0,1,5,79.25,83
30,0,1,3,44.9,76
42,1,10,3,70.1,92
27,0,4,4,29.65,71
47,0,43,5,77.85,91
64,0,4,4,54.3,87
42,1,47,10,110.85,90
24,0,1,5,80.5,85
20,0,4,5,72.2,89
36,0,17,4,51.5,94
34,1,21,7,77.5,74
37,1,42,7,95.25,89
38,1,5,5,85.75,71
25,1,7,4,69,65
27,0,2,3,46.05,72
54,0,5,8,100.5,85
48,0,1,3,69.95,79
59,0,1,7,93.3,65
47,0,3,3,49.15,68
62,0,1,4,35.05,89
43,0,1,3,70.1,84
62,0,2,1,20.35,65
29,0,3,7,99,77
36,0,26,6,83.95,85
25,0,67,11,116.2,82
55,2,71,7,93.7,91
42,0,1,1,19.7,90
20,0,5,5,75.55,79
40,0,9,4,77.65,96
31,0,54,9,105.4,87
63,0,2,7,95.85,66
64,0,1,5,79.15,85
42,1,30,1,19.65,79
61,0,4,4,79,69
30,1,17,6,91.85,89
34,0,1,4,49.9,72
54,0,13,8,100.35,69
28,1,50,9,103.7,82
39,5,65,7,89.75,72
44,0,1,1,20.3,67
41,0,45,6,89.3,90
31,0,1,4,74.3,69
49,0,1,6,44.65,66
40,5,13,6,84.05,77
54,0,10,4,80.7,77
28,0,4,8,101.7,91
31,0,1,1,20.4,92
36,1,41,9,102.6,84
60,3,71,9,106,81
43,0,3,5,55.1,90
58,0,69,9,106.5,81
51,1,32,6,91.05,80
51,1,72,7,54.2,66
50,0,6,3,69.25,77
35,0,1,4,50.5,83
37,0,31,9,79.45,67
34,0,58,8,104.65,66
41,0,44,8,100.55,81
34,0,2,7,95.65,82
49,0,1,7,94.4,77
47,0,1,4,55,91
32,0,1,8,101.45,77
39,1,5,6,67.95,69
41,0,1,3,69.5,91
53,0,1,1,18.85,90
44,0,1,3,69.2,82
30,0,1,3,69.65,67
64,0,1,5,82.3,71
33,0,3,3,79.25,89
27,0,13,6,84.6,77
37,1,58,8,93.4,73
25,1,42,7,94.2,95
53,0,29,2,25.1,81
22,0,1,5,48.95,65
59,0,1,2,45.3,78
58,0,2,6,85.85,67
54,0,10,7,95.2,69
42,0,49,8,100.6,82
49,1,6,5,55.3,91
26,0,35,8,102.35,80
51,1,70,10,115.65,91
46,0,2,5,79.85,91
29,0,15,5,76,74
31,0,9,8,74.65,90
49,0,1,5,56.25,71
27,1,21,9,106.1,69
62,0,1,3,68.65,91
24,0,16,1,20.25,83
39,1,15,4,74.9,90
51,0,1,3,70.85,72
56,0,2,3,69.8,74
30,1,55,6,54.55,69
57,0,7,7,70.75,84
26,1,13,7,94.1,75
46,1,3,3,29.7,84
60,1,38,9,105,92
20,0,1,1,25.3,91
22,0,22,5,55.15,90
25,0,1,1,20.1,90
49,0,1,3,69.9,90
39,0,43,8,101.4,90
34,0,1,5,80.8,90
44,0,2,6,62.05,90
19,1,34,7,62.65,91
33,0,1,4,74.5,69
31,1,10,9,102.1,78
21,0,16,4,50.15,69
62,1,7,4,86.5,74
54,1,1,3,69.15,87
40,0,9,5,79.55,81
47,0,48,7,95.5,90
28,0,2,4,45.25,74
55,1,3,4,74.1,69
27,0,3,5,75,88
50,0,12,3,50.25,67
46,0,12,7,96,89
38,0,54,8,100.1,75
38,5,4,5,56.5,91
51,1,51,8,59.3,95
44,0,4,3,49.4,84
60,0,35,4,55,91
51,0,1,3,69.2,81
46,0,38,7,62.3,83
53,0,3,3,69.65,84
44,0,61,10,111.6,87
43,0,11,3,48.55,92
62,0,1,1,20.2,69
50,0,19,4,39.65,78
57,0,56,2,24.9,92
62,1,2,5,56.7,77
59,3,14,9,105.95,84
56,0,15,2,29.7,82
40,1,1,6,50.35,65
61,5,64,7,47.85,66
32,0,1,3,70.3,78
34,0,18,8,99.85,91
22,0,7,6,86.8,66
31,0,13,8,99,81
45,0,11,8,100.75,65
58,1,9,7,91.75,91
56,0,1,5,79.55,93
56,0,54,9,111.1,93
36,1,25,7,89.1,96
22,0,37,9,101.9,83
61,1,14,6,91.65,65
56,0,1,7,95.45,71
54,0,13,5,91.1,78
60,1,45,5,54.15,92
64,0,1,3,69.7,91
58,0,6,6,89.5,82
61,1,3,4,35.15,83
27,0,12,5,73.75,78
55,1,6,4,55.9,87
55,0,1,3,43.95,76
27,0,1,4,45.1,77
25,0,41,4,70.25,69
40,0,9,4,55.35,70
47,1,33,8,103.75,81
57,0,1,3,69.35,88
22,0,56,5,73.85,72
33,1,3,4,75.15,78
27,0,1,4,69.6,87
57,1,5,5,80.15,84
37,1,1,3,30.5,74
34,1,70,7,98.3,91
20,0,48,9,107.4,89
55,1,24,4,75.4,74
22,0,1,1,20.5,84
52,0,4,4,74.35,73
63,1,30,7,94.1,94
53,0,8,7,95.65,95
49,1,41,7,66.5,65
29,0,3,4,35.45,70
63,0,3,4,49.9,73
51,0,40,9,104.5,93
47,0,23,5,81,78
28,0,4,6,60.4,90
64,1,1,3,70.65,82
44,0,12,5,59.8,69
40,0,9,3,44.2,87
28,0,67,8,102.95,70
36,0,1,3,29.85,27
46,0,34,5,56.95,61
53,0,45,5,42.3,66
42,0,22,6,89.1,43
42,0,10,3,29.75,51
48,0,62,5,56.15,58
37,1,13,3,49.95,76
21,0,16,1,18.95,39
39,7,58,8,100.35,71
27,0,25,9,105.5,75
48,7,69,11,113.25,43
57,0,52,1,20.65,35
61,0,71,9,106.7,73
30,0,21,6,90.05,57
45,10,12,1,19.8,77
25,1,58,6,59.9,53
42,3,49,6,59.6,79
25,0,30,5,55.3,65
36,9,72,11,90.25,21
46,5,27,7,66.15,66
35,0,1,1,20.2,77
60,7,72,8,99.9,79
19,0,46,4,74.8,41
53,6,10,4,49.55,22
52,8,70,6,69.2,25
28,8,17,1,20.75,64
36,0,63,9,79.85,70
42,1,13,8,76.2,41
49,0,49,6,84.5,71
22,0,2,4,49.25,57
23,0,52,9,79.75,49
64,7,69,6,64.15,62
44,2,63,8,99.65,79
61,10,34,2,24.95,62
40,0,72,8,107.5,53
34,3,47,8,100.5,70
27,0,60,6,89.9,35
36,7,72,5,42.1,29
43,2,18,5,54.4,33
53,0,3,8,75.3,35
32,8,47,5,78.9,61
61,0,31,8,79.2,78
37,5,50,1,20.15,20
29,0,10,5,79.85,38
39,0,1,4,49.05,30
24,3,52,1,20.4,26
40,4,62,2,24.25,33
51,0,3,6,64.5,54
50,0,46,5,55.65,56
62,1,8,5,54.65,43
48,4,45,2,25.9,78
23,1,11,6,50.55,28
38,0,42,8,103.8,37
31,10,49,1,20.15,37
30,0,9,8,99.3,69
51,1,35,5,62.15,39
24,10,48,1,20.65,25
56,1,46,1,19.95,80
47,4,29,3,33.75,62
32,5,30,4,82.05,9
57,0,66,10,84,24
50,0,65,10,111.05,38
52,0,72,9,100.9,54
50,1,71,7,66.85,26
62,0,52,1,21,66
19,0,1,1,20.2,77
38,1,1,1,19.45,26
34,0,38,7,95,63
35,0,5,2,24.3,61
25,1,72,9,104.15,21
60,0,32,3,30.15,60
50,0,43,7,94.35,53
38,1,72,1,19.4,23
35,0,52,6,57.95,28
36,0,43,6,91.65,65
48,1,64,7,54.6,35
38,1,3,6,89.85,22
61,0,36,3,31.05,54
53,0,41,1,20.65,59
33,1,27,5,85.2,28
27,1,56,8,99.8,43
31,0,6,1,20.7,47
20,1,7,4,50.7,59
27,1,4,1,20.85,76
59,0,33,6,88.95,32
46,1,72,2,23.55,59
45,0,1,1,19.75,68
49,0,13,6,85.95,58
60,0,67,4,50.55,63
42,0,43,2,25.7,79
37,0,23,4,75,29
23,1,64,1,20.2,51
58,0,57,1,19.6,40
35,2,61,8,101.05,60
34,0,64,6,84.3,53
56,5,65,8,99.05,59
42,0,3,1,19.6,33
52,0,30,5,64.5,30
50,1,15,8,69.5,35
33,1,8,7,68.55,58
27,4,70,10,108.15,41
51,2,62,10,86.1,62
29,9,6,1,19.7,43
33,7,14,5,80.9,46
23,0,22,4,84.15,32
37,3,22,1,20.15,72
38,9,16,6,64.25,77
44,0,10,2,25.7,8
63,0,13,5,56,22
54,0,2,3,69.7,43
35,0,53,9,73.9,55
21,7,11,1,20.6,29
40,3,69,1,19.9,54
39,7,72,11,89.05,54
59,3,16,1,20.4,62
61,6,43,6,84.25,51
48,3,14,9,81.95,52
61,0,32,1,20.55,77
49,5,34,2,24.7,72
19,6,15,9,105.35,66
22,3,61,1,20.55,42
25,0,1,3,45.3,48
35,7,33,8,74.75,26
45,0,20,4,51.8,24
19,0,3,3,30.4,55
61,0,13,1,19.65,49
62,5,40,5,56.6,72
24,5,43,8,71.9,23
38,9,69,1,19.75,72
42,7,72,10,109.7,74
33,3,59,1,19.3,28
32,0,20,7,96.55,36
19,1,24,2,24.1,26
19,0,59,10,111.35,62
42,2,72,10,112.25,55
29,0,1,1,20.75,25
55,0,27,8,101.9,69
51,0,14,5,80.05,53
55,3,71,9,105.55,63
55,0,13,3,78.3,26
41,0,44,3,68.85,51
64,0,33,5,79.95,52
30,5,72,8,55.45,32
22,10,64,9,102.45,58
40,0,1,2,25.25,73
32,0,61,1,19.75,76
23,6,29,1,20,34
45,1,57,8,58.75,38
46,11,72,6,45.25,22
38,1,66,7,56.6,77
51,8,65,10,84.2,33
24,0,8,4,80,22
55,3,71,2,24.75,51
32,8,1,1,20.2,21
53,0,12,1,19.35,57
28,0,24,6,50.6,32
26,2,31,9,81.15,54
62,0,30,7,89.9,33
22,6,47,9,85.3,30
49,0,54,10,108,73
64,0,50,8,93.5,70
62,0,72,1,20.25,49
47,0,29,2,25.15,46
41,0,10,3,29.6,62
42,5,18,4,73.15,73
40,0,16,1,19.75,53
37,0,72,10,86.6,37
49,0,72,10,109.2,26
38,10,41,8,74.7,56
35,0,41,6,65,57
28,0,42,9,99,46
27,2,51,7,93.5,68
56,0,32,10,83.7,71
29,0,10,1,19.85,58
19,1,67,8,59.55,56
42,3,61,11,115.1,38
46,0,50,10,114.35,33
35,0,31,7,49.85,67
57,1,45,11,113.3,61
62,1,61,11,88.1,40
64,0,50,2,24.9,68
30,1,71,2,24.25,59
50,1,57,6,59.75,68
47,0,14,7,55,23
24,0,5,4,50.55,54
29,0,6,4,55.15,42
44,0,10,4,51.2,47
21,0,1,2,25.4,38
24,0,68,5,54.45,24
64,0,22,4,76,41
35,0,20,3,44.35,59
24,0,35,6,61.2,70
51,2,23,5,86.8,54
43,0,12,1,19.7,71
44,0,1,1,20.25,57
38,6,71,4,76.05,26
32,5,40,8,74.55,64
34,0,23,5,64.9,50
55,0,4,7,90.4,35
44,8,68,8,60.3,24
44,0,38,5,81.85,55
42,1,52,2,24.8,76
60,7,29,8,75.55,44
51,0,48,8,78.75,69
34,0,1,1,19.25,66
40,0,22,7,89.05,75
25,0,43,11,115.05,57
23,6,51,10,110.05,56
49,0,71,1,19.9,28
64,2,35,5,91.5,78
63,3,72,8,60,43
40,0,1,3,44.8,31
31,9,9,4,48.6,46
62,0,69,8,60.05,22
30,0,52,9,102.7,63
37,5,35,1,19.85,46
31,0,8,1,19.2,40
31,0,46,7,94.9,50
63,0,68,11,88.15,46
20,0,36,7,94.8,22
59,3,71,11,85.75,57
22,6,66,7,67.45,26
50,0,63,1,20.5,28
39,0,41,1,20.25,25
26,9,70,1,19.45,57
47,0,23,4,44.95,65
57,6,37,7,62.8,66
27,0,17,3,44.6,67
29,5,64,9,105.25,72
62,1,42,7,97.1,71
59,0,5,1,20.2,58
64,0,41,8,98.8,69
61,10,58,4,50.3,30
34,0,47,1,20.55,53
51,0,18,4,75.9,62
25,5,23,5,59.95,42
35,0,1,1,19.15,51
60,8,71,8,98.65,28
47,2,72,11,112.6,70
63,2,33,1,20.6,52
44,0,24,4,35.75,64
45,9,56,9,99.75,68
28,0,37,7,96.1,75
29,0,43,9,85.1,5
31,0,1,2,25.35,51
52,0,61,11,89.65,48
41,0,17,6,86.75,29
53,3,41,6,86.2,62
59,0,48,9,108.1,76
51,0,42,7,54.75,62
50,0,44,7,90.4,63
62,0,1,3,44,29
49,0,27,7,95.6,21
47,0,19,1,19.9,21
61,0,66,11,90.05,74
44,10,23,1,20.05,9
46,0,32,1,19.75,46
52,0,11,1,20.05,48
49,9,68,4,55.9,77
62,0,20,1,19.7,56
39,0,72,1,19.8,9
59,5,60,7,95.4,46
55,9,46,2,24.45,76
62,3,29,4,74.95,80
21,0,51,6,87.35,28
58,6,16,4,73.25,22
23,5,70,9,98.7,57
27,2,40,2,24.8,72
41,6,5,2,24.3,20
61,0,7,3,69.85,51
46,0,29,8,100.55,77
54,10,44,2,25.7,80
31,0,10,5,40.7,26
20,0,10,6,85.95,20
27,0,18,4,75.6,78
49,4,68,5,58.25,74
56,5,72,9,65.2,27
30,0,2,5,53.45,25
21,1,41,1,19.75,53
46,0,26,5,44.45,26
26,1,36,1,20.85,78
52,5,72,11,114.05,39
30,0,35,6,89.85,78
59,0,1,5,55.05,32
49,8,16,10,112.95,70
63,7,54,11,114.65,67
45,0,18,7,64.8,37
59,8,36,5,80.4,35
30,10,52,2,25.05,42
26,4,8,7,94.75,44
47,8,72,9,105.5,25
53,0,64,2,24.7,32
34,10,60,8,60.2,76
20,10,61,2,24.4,23
48,0,24,8,104.15,61
35,1,28,7,92.9,51
24,4,30,9,80.8,46
45,10,2,1,20,77
61,0,1,4,75.1,28
52,0,6,1,19.65,34
23,8,24,7,69.45,35
25,0,70,5,40.05,57
32,2,72,6,89.7,76
42,0,44,1,19.9,63
24,2,9,7,70.05,69
56,7,24,4,53.6,47
47,8,7,8,75.7,37
48,2,11,1,19.65,33
50,2,72,10,108.5,56
62,4,72,6,84.5,50
64,0,15,7,100.15,65
26,0,72,10,88.6,52
43,2,10,6,52.55,36
42,4,63,9,104.8,20
63,0,2,5,59,33
31,0,1,1,20.4,46
32,7,28,6,60.9,76
41,7,70,1,19.8,30
64,0,34,11,116.25,22
50,1,70,7,65.2,20
54,1,52,6,84.05,48
23,0,69,8,79.45,28
63,0,11,5,78,23
47,0,1,1,19.85,51
21,0,61,9,106.45,65
42,0,56,9,105.45,55
36,0,30,8,95,64
19,0,28,4,54.3,30
34,0,12,1,20.05,56
37,0,67,9,105.4,45
29,1,55,6,85.5,20
43,0,52,6,91.25,29
30,1,58,7,94.7,49
52,1,35,1,19.6,20
51,9,24,1,21.1,46
47,5,70,1,20.05,64
25,0,2,4,79.95,44
60,0,12,6,89.55,79
54,1,63,5,81.55,41
24,8,33,6,58.45,21
32,4,69,7,95.65,45
26,5,60,9,80.6,52
43,10,72,11,113.1,23
52,0,11,5,58.95,21
57,0,1,1,19.55,80
59,1,34,5,78.95,43
22,0,65,9,105.05,73
35,0,15,1,19.75,29
44,10,72,10,110.3,73
26,9,72,10,115.6,65
46,2,55,1,19.35,49
27,1,23,2,25.6,78
58,2,56,8,68.75,64
22,0,1,1,19.9,49
55,0,38,7,70.6,67
51,0,11,3,70.2,34
54,0,1,3,49.3,45
53,1,56,9,107.25,70
19,9,3,2,23.6,27
63,6,7,7,69.7,50
49,3,59,8,99.5,35
19,0,7,6,64.3,40
19,3,71,8,70.85,25
23,8,15,7,101.9,28
34,7,71,8,73.5,31
23,0,11,5,40.4,62
32,2,60,1,19.25,52
55,0,11,7,64.9,49
26,2,61,8,81.05,20
27,3,31,7,98.05,80
30,0,9,3,70.5,37
59,0,2,1,19.65,65
62,1,1,1,19,44
40,0,3,1,20,21
56,0,52,5,63.25,43
28,1,5,1,20.1,42
52,1,72,9,99.15,46
25,1,71,11,90.4,40
32,1,72,10,111.9,80
56,1,46,2,24.9,41
19,1,63,10,83.5,75
52,0,30,5,84.3,66
36,0,1,3,45.6,50
45,0,16,7,54.85,40
22,0,4,7,65.55,46
53,0,51,7,90.35,26
59,1,65,1,20.4,80
21,0,16,4,74.55,70
47,0,2,1,19.95,61
34,1,66,4,74.25,45
51,0,46,10,108.65,25
55,0,32,10,109.55,72
35,1,72,10,86.65,61
28,1,38,9,81,75
48,0,51,4,47.85,56
47,1,72,10,114.55,51
57,0,66,1,20.55,74
63,0,50,8,69.5,76
64,0,15,4,48.85,78
55,0,8,2,25.25,33
30,0,57,7,87.55,43
51,0,7,5,78.55,61
27,0,62,7,92.05,71
56,5,40,5,85.05,50
49,0,20,1,19.7,76
22,0,25,6,95.15,52
28,1,23,6,84.25,33
48,9,46,5,55,40
41,5,72,11,89.85,50
40,0,10,1,20.35,38
31,0,40,6,54.55,74
41,0,31,8,99.45,64
48,2,68,8,70.9,50
50,10,68,2,25.4,72
21,1,15,2,25.25,59
25,6,50,7,69.65,27
37,7,35,1,20.1,65
64,0,17,2,24.8,66
32,0,10,7,95.1,33
39,2,68,11,88.85,42
38,6,45,9,78.8,37
56,3,37,1,20.35,24
46,0,10,2,45.25,38
23,0,1,1,20.05,21
40,10,65,8,69.55,74
33,5,57,1,19.5,45
48,0,3,4,74.75,21
22,0,49,3,30.2,42
22,9,70,8,57.8,42
60,6,53,1,19.85,42
37,3,53,2,25.55,46
49,0,22,2,24.85,51
63,0,48,2,24.55,41
57,0,3,9,107.95,77
64,4,45,5,81.4,55
57,9,61,7,73.8,58
37,0,3,6,64.4,20
47,0,1,3,71.1,64
33,0,1,4,49.9,56
58,0,51,2,24.6,75
42,0,52,3,30.1,51
55,0,51,5,83.4,65
53,0,1,1,20.45,48
55,7,31,9,75.25,43
62,0,47,1,20.55,56
64,8,1,1,20.65,59
19,5,72,10,85.15,76
23,8,72,7,66.5,49
34,5,66,6,63.3,60
52,0,35,5,83.15,65
56,0,29,6,84.9,69
30,0,2,1,20.55,25
34,0,4,4,49.25,37
19,0,65,5,59.6,75
26,10,29,4,75.3,40
60,6,29,9,80.1,70
45,6,20,5,81,22
23,0,58,2,24.7,54
53,0,14,6,86,33
61,2,72,2,25.4,30
21,0,46,6,89.15,43
40,2,71,8,58.25,76
51,0,32,6,85.65,26
47,0,26,6,50.35,48
22,6,2,1,20.2,44
24,0,61,1,20.55,36
47,0,22,2,26.25,64
20,8,5,4,80.85,69
41,0,65,9,74.2,39
46,0,5,1,20.35,76
51,4,25,4,75.5,33
27,5,72,4,79.05,40
25,1,27,7,90.15,67
48,10,32,6,50.6,40
19,0,30,10,110.45,45
26,9,70,9,101,48
38,0,47,6,65,40
35,0,2,5,80.45,67
23,9,61,2,24.1,21
